source_key_ids,charge_mean,sigma_mean,epsilon_mean,mass_mean,env_key,z,formal_charge,aromatic,hybridization,degree,total_hs,in_ring,ring_count,neighbor_sig,bond_kinds,hop1_shell,hop2_shell
39,0.14810000,3.50000000,0.06600000,12.01100000,"{""aromatic"":0,""bond_kinds"":[""S"",""S"",""S"",""S""],""degree"":4,""formal_charge"":0,""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""1:S:0"",""6:S:0"",""6:S:1"",""7:S:1""],""ring_count"":0,""total_hs"":1,""z"":6}",6,0,0,SP3,4,1,0,0,"[""1:S:0"",""6:S:0"",""6:S:1"",""7:S:1""]","[""S"",""S"",""S"",""S""]",,
40;41;42,-0.58026667,3.50000000,0.06600000,12.01100000,"{""aromatic"":0,""bond_kinds"":[""S"",""S"",""S"",""S""],""degree"":4,""formal_charge"":0,""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""14:S:0"",""1:S:0"",""1:S:0"",""6:S:0""],""ring_count"":0,""total_hs"":2,""z"":6}",6,0,0,SP3,4,2,0,0,"[""14:S:0"",""1:S:0"",""1:S:0"",""6:S:0""]","[""S"",""S"",""S"",""S""]",,
43;44;45;46;47;48;49;50,-0.18806875,3.50000000,0.06600000,12.01100000,"{""aromatic"":0,""bond_kinds"":[""S"",""S"",""S"",""S""],""degree"":4,""formal_charge"":0,""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""1:S:0"",""1:S:0"",""6:S:0"",""6:S:0""],""ring_count"":0,""total_hs"":2,""z"":6}",6,0,0,SP3,4,2,0,0,"[""1:S:0"",""1:S:0"",""6:S:0"",""6:S:0""]","[""S"",""S"",""S"",""S""]",,
51;52,-0.10775000,3.50000000,0.06600000,12.01100000,"{""aromatic"":0,""bond_kinds"":[""S"",""S"",""S"",""S""],""degree"":4,""formal_charge"":0,""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""1:S:0"",""1:S:0"",""6:S:0"",""6:S:1""],""ring_count"":0,""total_hs"":2,""z"":6}",6,0,0,SP3,4,2,0,0,"[""1:S:0"",""1:S:0"",""6:S:0"",""6:S:1""]","[""S"",""S"",""S"",""S""]",,
53;54;55,0.02293333,3.50000000,0.06600000,12.01100000,"{""aromatic"":0,""bond_kinds"":[""S"",""S"",""S"",""S""],""degree"":4,""formal_charge"":0,""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""1:S:0"",""1:S:0"",""6:S:0"",""8:S:0""],""ring_count"":0,""total_hs"":2,""z"":6}",6,0,0,SP3,4,2,0,0,"[""1:S:0"",""1:S:0"",""6:S:0"",""8:S:0""]","[""S"",""S"",""S"",""S""]",,
56;57;58;59;60,-0.69197800,3.50000000,0.06600000,12.01100000,"{""aromatic"":0,""bond_kinds"":[""S"",""S"",""S"",""S""],""degree"":4,""formal_charge"":0,""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""14:S:0"",""1:S:0"",""1:S:0"",""1:S:0""],""ring_count"":0,""total_hs"":3,""z"":6}",6,0,0,SP3,4,3,0,0,"[""14:S:0"",""1:S:0"",""1:S:0"",""1:S:0""]","[""S"",""S"",""S"",""S""]",,
61;62;63,-0.15350000,3.50000000,0.06600000,12.01100000,"{""aromatic"":0,""bond_kinds"":[""S"",""S"",""S"",""S""],""degree"":4,""formal_charge"":0,""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""1:S:0"",""1:S:0"",""1:S:0"",""6:S:0""],""ring_count"":0,""total_hs"":3,""z"":6}",6,0,0,SP3,4,3,0,0,"[""1:S:0"",""1:S:0"",""1:S:0"",""6:S:0""]","[""S"",""S"",""S"",""S""]",,
64;65;66;67,-0.08796250,3.55000000,0.07000000,12.01100000,"{""aromatic"":1,""bond_kinds"":[""A"",""A"",""S""],""degree"":3,""formal_charge"":0,""hybridization"":""SP2"",""in_ring"":1,""neighbor_sig"":[""6:A:1"",""6:A:1"",""6:S:0""],""ring_count"":1,""total_hs"":0,""z"":6}",6,0,1,SP2,3,0,1,1,"[""6:A:1"",""6:A:1"",""6:S:0""]","[""A"",""A"",""S""]",,
68,-0.17330000,3.55000000,0.07000000,12.01100000,"{""aromatic"":1,""bond_kinds"":[""A"",""A"",""S""],""degree"":3,""formal_charge"":0,""hybridization"":""SP2"",""in_ring"":1,""neighbor_sig"":[""6:A:1"",""6:S:0"",""7:A:1""],""ring_count"":1,""total_hs"":0,""z"":6}",6,0,1,SP2,3,0,1,1,"[""6:A:1"",""6:S:0"",""7:A:1""]","[""A"",""A"",""S""]",,
69;70;71;72,-0.14607125,3.55000000,0.07000000,12.01100000,"{""aromatic"":1,""bond_kinds"":[""A"",""A"",""S""],""degree"":3,""formal_charge"":0,""hybridization"":""SP2"",""in_ring"":1,""neighbor_sig"":[""1:S:0"",""6:A:1"",""6:A:1""],""ring_count"":1,""total_hs"":1,""z"":6}",6,0,1,SP2,3,1,1,1,"[""1:S:0"",""6:A:1"",""6:A:1""]","[""A"",""A"",""S""]",,
73,-0.15160000,3.55000000,0.07000000,12.01100000,"{""aromatic"":1,""bond_kinds"":[""A"",""A"",""S""],""degree"":3,""formal_charge"":0,""hybridization"":""SP2"",""in_ring"":1,""neighbor_sig"":[""1:S:0"",""6:A:1"",""7:A:1""],""ring_count"":1,""total_hs"":1,""z"":6}",6,0,1,SP2,3,1,1,1,"[""1:S:0"",""6:A:1"",""7:A:1""]","[""A"",""A"",""S""]",,
74,-0.07800000,3.25000000,0.17000000,14.00700000,"{""aromatic"":1,""bond_kinds"":[""A"",""A""],""degree"":2,""formal_charge"":0,""hybridization"":""SP2"",""in_ring"":1,""neighbor_sig"":[""6:A:1"",""7:A:1""],""ring_count"":1,""total_hs"":0,""z"":7}",7,0,1,SP2,2,0,1,1,"[""6:A:1"",""7:A:1""]","[""A"",""A""]",,
75,-0.10580000,3.25000000,0.17000000,14.00700000,"{""aromatic"":1,""bond_kinds"":[""A"",""A""],""degree"":2,""formal_charge"":0,""hybridization"":""SP2"",""in_ring"":1,""neighbor_sig"":[""7:A:1"",""7:A:1""],""ring_count"":1,""total_hs"":0,""z"":7}",7,0,1,SP2,2,0,1,1,"[""7:A:1"",""7:A:1""]","[""A"",""A""]",,
76,-0.17360000,3.25000000,0.17000000,14.00700000,"{""aromatic"":1,""bond_kinds"":[""A"",""A"",""S""],""degree"":3,""formal_charge"":0,""hybridization"":""SP2"",""in_ring"":1,""neighbor_sig"":[""6:A:1"",""6:S:0"",""7:A:1""],""ring_count"":1,""total_hs"":0,""z"":7}",7,0,1,SP2,3,0,1,1,"[""6:A:1"",""6:S:0"",""7:A:1""]","[""A"",""A"",""S""]",,
77;78,-0.44317500,2.96000000,0.21000000,15.99900000,"{""aromatic"":0,""bond_kinds"":[""D""],""degree"":1,""formal_charge"":0,""hybridization"":""SP2"",""in_ring"":0,""neighbor_sig"":[""6:D:0""],""ring_count"":0,""total_hs"":0,""z"":8}",8,0,0,SP2,1,0,0,0,"[""6:D:0""]","[""D""]",,
79;80;81,-0.38210000,2.90000000,0.14000000,15.99900000,"{""aromatic"":0,""bond_kinds"":[""S"",""S""],""degree"":2,""formal_charge"":0,""hybridization"":""SP2"",""in_ring"":0,""neighbor_sig"":[""6:S:0"",""6:S:0""],""ring_count"":0,""total_hs"":0,""z"":8}",8,0,0,SP2,2,0,0,0,"[""6:S:0"",""6:S:0""]","[""S"",""S""]",,
82;83,-0.43175000,2.96000000,0.21000000,15.99900000,"{""aromatic"":0,""bond_kinds"":[""S""],""degree"":1,""formal_charge"":0,""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""6:S:0""],""ring_count"":0,""total_hs"":1,""z"":8}",8,0,0,SP3,1,1,0,0,"[""6:S:0""]","[""S""]",,
84;85;86;87,-1.09900825,2.90000000,0.14000000,15.99900000,"{""aromatic"":0,""bond_kinds"":[""S"",""S""],""degree"":2,""formal_charge"":0,""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""14:S:0"",""14:S:0""],""ring_count"":0,""total_hs"":0,""z"":8}",8,0,0,SP3,2,0,0,0,"[""14:S:0"",""14:S:0""]","[""S"",""S""]",,
88,-0.38240000,2.90000000,0.14000000,15.99900000,"{""aromatic"":0,""bond_kinds"":[""S"",""S""],""degree"":2,""formal_charge"":0,""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""6:S:0"",""6:S:0""],""ring_count"":0,""total_hs"":0,""z"":8}",8,0,0,SP3,2,0,0,0,"[""6:S:0"",""6:S:0""]","[""S"",""S""]",,
89;90,-1.14093350,2.90000000,0.14000000,15.99900000,"{""aromatic"":0,""bond_kinds"":[""S"",""S""],""degree"":2,""formal_charge"":0,""hybridization"":""SP3"",""in_ring"":1,""neighbor_sig"":[""14:S:0"",""14:S:0""],""ring_count"":2,""total_hs"":0,""z"":8}",8,0,0,SP3,2,0,1,2,"[""14:S:0"",""14:S:0""]","[""S"",""S""]",,
91,-0.95330000,3.12000000,0.17000000,15.99900000,"{""aromatic"":0,""bond_kinds"":[""S"",""S""],""degree"":2,""formal_charge"":0,""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""14:S:0"",""1:S:0""],""ring_count"":0,""total_hs"":1,""z"":8}",8,0,0,SP3,2,1,0,0,"[""14:S:0"",""1:S:0""]","[""S"",""S""]",,
92,-0.56580000,3.12000000,0.17000000,15.99900000,"{""aromatic"":0,""bond_kinds"":[""S"",""S""],""degree"":2,""formal_charge"":0,""hybridization"":""SP3"",""in_ring"":0,""neighbor_sig"":[""1:S:0"",""6:S:0""],""ring_count"":0,""total_hs"":1,""z"":8}",8,0,0,SP3,2,1,0,0,"[""1:S:0"",""6:S:0""]","[""S"",""S""]",,
