interaction_kind,n_atoms,lmp_type_tuple,term_count,source_term_types,coeff_param_sets
improper,4,"[3,4,5,2]",1,[1],"[[""0.000"",""-1"",""2""]]"
improper,4,"[3,4,6,2]",1,[2],"[[""0.000"",""-1"",""2""]]"
improper,4,"[54,57,58,53]",1,[33],"[[""0.000"",""-1"",""2""]]"
improper,4,"[54,57,59,53]",1,[34],"[[""0.000"",""-1"",""2""]]"
improper,4,"[55,60,61,53]",1,[35],"[[""0.000"",""-1"",""2""]]"
improper,4,"[55,60,62,53]",1,[36],"[[""0.000"",""-1"",""2""]]"
improper,4,"[56,63,64,53]",1,[37],"[[""0.000"",""-1"",""2""]]"
improper,4,"[56,63,65,53]",1,[38],"[[""0.000"",""-1"",""2""]]"
improper,4,"[14,17,18,13]",1,[9],"[[""0.000"",""-1"",""2""]]"
improper,4,"[14,17,19,13]",1,[10],"[[""0.000"",""-1"",""2""]]"
improper,4,"[15,20,21,13]",1,[11],"[[""0.000"",""-1"",""2""]]"
improper,4,"[15,20,22,13]",1,[12],"[[""0.000"",""-1"",""2""]]"
improper,4,"[24,27,28,23]",1,[15],"[[""0.000"",""-1"",""2""]]"
improper,4,"[24,27,29,23]",1,[16],"[[""0.000"",""-1"",""2""]]"
improper,4,"[25,30,31,23]",1,[17],"[[""0.000"",""-1"",""2""]]"
improper,4,"[25,30,32,23]",1,[18],"[[""0.000"",""-1"",""2""]]"
improper,4,"[34,37,38,33]",1,[21],"[[""0.000"",""-1"",""2""]]"
improper,4,"[34,37,39,33]",1,[22],"[[""0.000"",""-1"",""2""]]"
improper,4,"[35,40,41,33]",1,[23],"[[""0.000"",""-1"",""2""]]"
improper,4,"[35,40,42,33]",1,[24],"[[""0.000"",""-1"",""2""]]"
improper,4,"[44,47,48,43]",1,[27],"[[""0.000"",""-1"",""2""]]"
improper,4,"[44,47,49,43]",1,[28],"[[""0.000"",""-1"",""2""]]"
improper,4,"[45,50,51,43]",1,[29],"[[""0.000"",""-1"",""2""]]"
improper,4,"[45,50,52,43]",1,[30],"[[""0.000"",""-1"",""2""]]"
improper,4,"[4,7,8,3]",1,[3],"[[""0.000"",""-1"",""2""]]"
improper,4,"[4,7,9,3]",1,[4],"[[""0.000"",""-1"",""2""]]"
improper,4,"[5,10,11,3]",1,[5],"[[""0.000"",""-1"",""2""]]"
improper,4,"[5,10,12,3]",1,[6],"[[""0.000"",""-1"",""2""]]"
