interaction_kind,n_atoms,lmp_type_tuple,term_count,source_term_types,coeff_param_sets
improper,4,"[40,43,41,39]",1,[24],"[[""0.000"",""-1"",""2""]]"
improper,4,"[47,49,50,36]",1,[29],"[[""0.000"",""-1"",""2""]]"
improper,4,"[47,49,51,36]",1,[30],"[[""0.000"",""-1"",""2""]]"
improper,4,"[48,52,53,36]",1,[31],"[[""0.000"",""-1"",""2""]]"
improper,4,"[48,52,54,36]",1,[32],"[[""0.000"",""-1"",""2""]]"
improper,4,"[1,2,3,55]",1,[33],"[[""0.000"",""-1"",""2""]]"
improper,4,"[1,2,3,5]",1,[1],"[[""0.000"",""-1"",""2""]]"
improper,4,"[41,44,45,40]",1,[25],"[[""0.000"",""-1"",""2""]]"
improper,4,"[41,44,46,40]",1,[26],"[[""0.000"",""-1"",""2""]]"
improper,4,"[24,21,26,27]",1,[15],"[[""2.500"",""-1"",""2""]]"
improper,4,"[8,5,10,11]",1,[5],"[[""2.500"",""-1"",""2""]]"
improper,4,"[26,29,24,28]",1,[16],"[[""2.500"",""-1"",""2""]]"
improper,4,"[27,31,24,30]",1,[17],"[[""2.500"",""-1"",""2""]]"
improper,4,"[10,13,8,12]",1,[6],"[[""2.500"",""-1"",""2""]]"
improper,4,"[11,15,8,14]",1,[7],"[[""2.500"",""-1"",""2""]]"
improper,4,"[12,17,10,16]",1,[8],"[[""2.500"",""-1"",""2""]]"
improper,4,"[14,18,11,16]",1,[9],"[[""2.500"",""-1"",""2""]]"
improper,4,"[28,33,26,32]",1,[18],"[[""2.500"",""-1"",""2""]]"
improper,4,"[30,34,27,32]",1,[19],"[[""2.500"",""-1"",""2""]]"
improper,4,"[16,19,12,14]",1,[10],"[[""2.500"",""-1"",""2""]]"
improper,4,"[32,35,28,30]",1,[20],"[[""2.500"",""-1"",""2""]]"
