interaction_kind,n_atoms,lmp_type_tuple,term_count,source_term_types,coeff_param_sets
angle,3,"[31,27,24]",1,[29],"[[""35.000"",""120.000""]]"
angle,3,"[13,10,8]",1,[11],"[[""35.000"",""120.000""]]"
angle,3,"[15,11,8]",1,[13],"[[""35.000"",""120.000""]]"
angle,3,"[13,10,12]",1,[93],"[[""35.000"",""120.000""]]"
angle,3,"[15,11,14]",1,[91],"[[""35.000"",""120.000""]]"
angle,3,"[29,26,28]",1,[61],"[[""35.000"",""120.000""]]"
angle,3,"[31,27,30]",1,[75],"[[""35.000"",""120.000""]]"
angle,3,"[17,12,10]",1,[15],"[[""35.000"",""120.000""]]"
angle,3,"[18,14,11]",1,[16],"[[""35.000"",""120.000""]]"
angle,3,"[33,28,26]",1,[31],"[[""35.000"",""120.000""]]"
angle,3,"[34,30,27]",1,[32],"[[""35.000"",""120.000""]]"
angle,3,"[17,12,16]",1,[65],"[[""35.000"",""120.000""]]"
angle,3,"[18,14,16]",1,[55],"[[""35.000"",""120.000""]]"
angle,3,"[33,28,32]",1,[68],"[[""35.000"",""120.000""]]"
angle,3,"[34,30,32]",1,[58],"[[""35.000"",""120.000""]]"
angle,3,"[19,16,12]",1,[17],"[[""35.000"",""120.000""]]"
angle,3,"[19,16,14]",1,[70],"[[""35.000"",""120.000""]]"
angle,3,"[35,32,28]",1,[33],"[[""35.000"",""120.000""]]"
angle,3,"[35,32,30]",1,[81],"[[""35.000"",""120.000""]]"
angle,3,"[37,36,20]",1,[35],"[[""63.000"",""111.100""]]"
angle,3,"[37,36,47]",1,[90],"[[""63.000"",""111.100""]]"
angle,3,"[37,36,48]",1,[60],"[[""63.000"",""111.100""]]"
angle,3,"[37,39,40]",1,[38],"[[""83.000"",""116.900""]]"
angle,3,"[36,37,38]",1,[36],"[[""80.000"",""120.400""]]"
angle,3,"[36,37,39]",1,[37],"[[""81.000"",""111.400""]]"
angle,3,"[36,20,21]",1,[34],"[[""58.350"",""112.700""]]"
angle,3,"[21,4,5]",1,[19],"[[""58.350"",""112.700""]]"
angle,3,"[21,24,26]",1,[24],"[[""70.000"",""120.000""]]"
angle,3,"[21,24,27]",1,[25],"[[""70.000"",""120.000""]]"
angle,3,"[5,8,10]",1,[8],"[[""70.000"",""120.000""]]"
angle,3,"[5,8,11]",1,[9],"[[""70.000"",""120.000""]]"
angle,3,"[20,36,47]",1,[45],"[[""58.350"",""112.700""]]"
angle,3,"[20,36,48]",1,[46],"[[""58.350"",""112.700""]]"
angle,3,"[20,21,4]",1,[18],"[[""58.350"",""112.700""]]"
angle,3,"[20,21,24]",1,[59],"[[""63.000"",""114.000""]]"
angle,3,"[4,21,24]",1,[22],"[[""63.000"",""114.000""]]"
angle,3,"[4,5,1]",1,[2],"[[""58.350"",""112.700""]]"
angle,3,"[4,5,8]",1,[54],"[[""63.000"",""114.000""]]"
angle,3,"[47,36,48]",1,[69],"[[""58.350"",""112.700""]]"
angle,3,"[1,5,8]",1,[6],"[[""63.000"",""114.000""]]"
angle,3,"[41,40,39]",1,[39],"[[""50.000"",""109.500""]]"
angle,3,"[24,26,28]",1,[26],"[[""63.000"",""120.000""]]"
angle,3,"[24,27,30]",1,[28],"[[""63.000"",""120.000""]]"
angle,3,"[8,10,12]",1,[10],"[[""63.000"",""120.000""]]"
angle,3,"[8,11,14]",1,[12],"[[""63.000"",""120.000""]]"
angle,3,"[26,24,27]",1,[98],"[[""63.000"",""120.000""]]"
angle,3,"[10,8,11]",1,[66],"[[""63.000"",""120.000""]]"
angle,3,"[10,12,16]",1,[14],"[[""63.000"",""120.000""]]"
angle,3,"[11,14,16]",1,[73],"[[""63.000"",""120.000""]]"
angle,3,"[26,28,32]",1,[30],"[[""63.000"",""120.000""]]"
angle,3,"[27,30,32]",1,[71],"[[""63.000"",""120.000""]]"
angle,3,"[12,16,14]",1,[57],"[[""63.000"",""120.000""]]"
angle,3,"[28,32,30]",1,[62],"[[""63.000"",""120.000""]]"
angle,3,"[38,37,39]",1,[63],"[[""83.000"",""123.400""]]"
dihedral,4,"[25,21,20,22]",1,[58],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[25,21,20,23]",1,[103],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[25,21,20,36]",1,[67],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[25,21,4,6]",1,[22],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[25,21,4,7]",1,[142],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[25,21,4,5]",1,[111],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[25,21,24,26]",1,[127],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[25,21,24,27]",1,[95],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[9,5,4,6]",1,[43],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[9,5,4,7]",1,[96],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[9,5,4,21]",1,[104],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[9,5,1,2]",1,[20],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[9,5,1,3]",1,[30],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[9,5,1,55]",1,[42],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[9,5,8,10]",1,[105],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[9,5,8,11]",1,[135],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[22,20,36,37]",1,[138],"[[""0.000"",""0.000"",""-0.100"",""0.000""]]"
dihedral,4,"[23,20,36,37]",1,[66],"[[""0.000"",""0.000"",""-0.100"",""0.000""]]"
dihedral,4,"[22,20,36,47]",1,[70],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[22,20,36,48]",1,[124],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[23,20,36,47]",1,[143],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[23,20,36,48]",1,[90],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[22,20,21,4]",1,[8],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[23,20,21,4]",1,[141],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[22,20,21,24]",1,[82],"[[""0.000"",""0.000"",""0.462"",""0.000""]]"
dihedral,4,"[23,20,21,24]",1,[57],"[[""0.000"",""0.000"",""0.462"",""0.000""]]"
dihedral,4,"[6,4,21,20]",1,[53],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[7,4,21,20]",1,[133],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[6,4,21,24]",1,[91],"[[""0.000"",""0.000"",""0.462"",""0.000""]]"
dihedral,4,"[7,4,21,24]",1,[123],"[[""0.000"",""0.000"",""0.462"",""0.000""]]"
dihedral,4,"[6,4,5,1]",1,[2],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[7,4,5,1]",1,[77],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[6,4,5,8]",1,[54],"[[""0.000"",""0.000"",""0.462"",""0.000""]]"
dihedral,4,"[7,4,5,8]",1,[44],"[[""0.000"",""0.000"",""0.462"",""0.000""]]"
dihedral,4,"[42,40,41,44]",1,[72],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[42,40,41,45]",1,[88],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[42,40,41,46]",1,[99],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[43,40,41,44]",1,[87],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[43,40,41,45]",1,[98],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[43,40,41,46]",1,[136],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[42,40,39,37]",1,[109],"[[""0.000"",""0.000"",""0.198"",""0.000""]]"
dihedral,4,"[43,40,39,37]",1,[92],"[[""0.000"",""0.000"",""0.198"",""0.000""]]"
dihedral,4,"[49,47,36,37]",1,[51],"[[""0.000"",""0.000"",""-0.100"",""0.000""]]"
dihedral,4,"[50,47,36,37]",1,[94],"[[""0.000"",""0.000"",""-0.100"",""0.000""]]"
dihedral,4,"[51,47,36,37]",1,[107],"[[""0.000"",""0.000"",""-0.100"",""0.000""]]"
dihedral,4,"[52,48,36,37]",1,[74],"[[""0.000"",""0.000"",""-0.100"",""0.000""]]"
dihedral,4,"[53,48,36,37]",1,[125],"[[""0.000"",""0.000"",""-0.100"",""0.000""]]"
dihedral,4,"[54,48,36,37]",1,[27],"[[""0.000"",""0.000"",""-0.100"",""0.000""]]"
dihedral,4,"[49,47,36,20]",1,[18],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[50,47,36,20]",1,[60],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[51,47,36,20]",1,[131],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[52,48,36,20]",1,[19],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[53,48,36,20]",1,[48],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[54,48,36,20]",1,[62],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[49,47,36,48]",1,[38],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[50,47,36,48]",1,[69],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[51,47,36,48]",1,[65],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[52,48,36,47]",1,[121],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[53,48,36,47]",1,[137],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[54,48,36,47]",1,[55],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[2,1,5,4]",1,[1],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[3,1,5,4]",1,[79],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[55,1,5,4]",1,[28],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[2,1,5,8]",1,[32],"[[""0.000"",""0.000"",""0.462"",""0.000""]]"
dihedral,4,"[3,1,5,8]",1,[21],"[[""0.000"",""0.000"",""0.462"",""0.000""]]"
dihedral,4,"[55,1,5,8]",1,[101],"[[""0.000"",""0.000"",""0.462"",""0.000""]]"
dihedral,4,"[44,41,40,39]",1,[17],"[[""0.000"",""0.000"",""0.468"",""0.000""]]"
dihedral,4,"[45,41,40,39]",1,[122],"[[""0.000"",""0.000"",""0.468"",""0.000""]]"
dihedral,4,"[46,41,40,39]",1,[81],"[[""0.000"",""0.000"",""0.468"",""0.000""]]"
dihedral,4,"[29,26,24,21]",1,[84],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[31,27,24,21]",1,[140],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[29,26,24,27]",1,[63],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[31,27,24,26]",1,[49],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[13,10,8,5]",1,[110],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[15,11,8,5]",1,[64],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[13,10,8,11]",1,[75],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[15,11,8,10]",1,[130],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[13,10,12,17]",1,[24],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[15,11,14,18]",1,[119],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[29,26,28,33]",1,[83],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[31,27,30,34]",1,[41],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[13,10,12,16]",1,[97],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[15,11,14,16]",1,[76],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[29,26,28,32]",1,[36],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[31,27,30,32]",1,[85],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[33,28,26,24]",1,[117],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[34,30,27,24]",1,[46],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[17,12,10,8]",1,[108],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[18,14,11,8]",1,[129],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[17,12,16,19]",1,[34],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[18,14,16,19]",1,[126],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[33,28,32,35]",1,[47],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[34,30,32,35]",1,[33],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[17,12,16,14]",1,[39],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[18,14,16,12]",1,[116],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[33,28,32,30]",1,[78],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[34,30,32,28]",1,[102],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[19,16,12,10]",1,[31],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[19,16,14,11]",1,[112],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[35,32,28,26]",1,[26],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[35,32,30,27]",1,[118],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[37,36,20,21]",1,[13],"[[""-2.060"",""-0.313"",""0.315"",""0.000""]]"
dihedral,4,"[37,39,40,41]",1,[16],"[[""-1.220"",""-0.126"",""0.422"",""0.000""]]"
dihedral,4,"[36,37,39,40]",1,[15],"[[""4.669"",""5.124"",""0.000"",""0.000""]]"
dihedral,4,"[36,20,21,4]",1,[40],"[[""1.300"",""-0.200"",""0.200"",""0.000""]]"
dihedral,4,"[36,20,21,24]",1,[115],"[[""1.300"",""-0.200"",""0.200"",""0.000""]]"
dihedral,4,"[21,20,36,47]",1,[139],"[[""1.300"",""-0.200"",""0.200"",""0.000""]]"
dihedral,4,"[21,20,36,48]",1,[71],"[[""1.300"",""-0.200"",""0.200"",""0.000""]]"
dihedral,4,"[21,4,5,1]",1,[86],"[[""1.300"",""-0.200"",""0.200"",""0.000""]]"
dihedral,4,"[21,4,5,8]",1,[52],"[[""1.300"",""-0.200"",""0.200"",""0.000""]]"
dihedral,4,"[21,24,26,28]",1,[10],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[21,24,27,30]",1,[11],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[5,4,21,20]",1,[7],"[[""1.300"",""-0.200"",""0.200"",""0.000""]]"
dihedral,4,"[5,4,21,24]",1,[68],"[[""1.300"",""-0.200"",""0.200"",""0.000""]]"
dihedral,4,"[5,8,10,12]",1,[4],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[5,8,11,14]",1,[5],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[20,36,37,38]",1,[14],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[20,36,37,39]",1,[80],"[[""0.000"",""0.000"",""-0.553"",""0.000""]]"
dihedral,4,"[20,21,24,26]",1,[93],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[20,21,24,27]",1,[50],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[4,21,24,26]",1,[9],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[4,21,24,27]",1,[45],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[4,5,8,10]",1,[61],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[4,5,8,11]",1,[132],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[40,39,37,38]",1,[29],"[[""0.000"",""5.124"",""0.000"",""0.000""]]"
dihedral,4,"[47,36,37,38]",1,[106],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[48,36,37,38]",1,[114],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[47,36,37,39]",1,[113],"[[""0.000"",""0.000"",""-0.553"",""0.000""]]"
dihedral,4,"[48,36,37,39]",1,[56],"[[""0.000"",""0.000"",""-0.553"",""0.000""]]"
dihedral,4,"[1,5,8,10]",1,[3],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[1,5,8,11]",1,[128],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[24,26,28,32]",1,[12],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[24,27,30,32]",1,[35],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[8,10,12,16]",1,[6],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[8,11,14,16]",1,[25],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[26,24,27,30]",1,[23],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[27,24,26,28]",1,[120],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[10,8,11,14]",1,[73],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[11,8,10,12]",1,[37],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[10,12,16,14]",1,[89],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[11,14,16,12]",1,[59],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[26,28,32,30]",1,[134],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[27,30,32,28]",1,[100],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
improper,4,"[37,36,38,39]",1,[22],"[[""10.500"",""-1"",""2""]]"
improper,4,"[36,37,20,47]",1,[27],"[[""0.000"",""-1"",""2""]]"
improper,4,"[36,37,20,48]",1,[28],"[[""0.000"",""-1"",""2""]]"
improper,4,"[21,25,20,4]",1,[14],"[[""0.000"",""-1"",""2""]]"
improper,4,"[21,20,4,24]",1,[13],"[[""0.000"",""-1"",""2""]]"
improper,4,"[5,9,4,1]",1,[4],"[[""0.000"",""-1"",""2""]]"
improper,4,"[5,4,1,8]",1,[3],"[[""0.000"",""-1"",""2""]]"
improper,4,"[20,22,23,21]",1,[12],"[[""0.000"",""-1"",""2""]]"
improper,4,"[20,22,36,21]",1,[21],"[[""0.000"",""-1"",""2""]]"
improper,4,"[4,6,7,5]",1,[2],"[[""0.000"",""-1"",""2""]]"
improper,4,"[4,6,21,5]",1,[11],"[[""0.000"",""-1"",""2""]]"
improper,4,"[40,42,41,39]",1,[23],"[[""0.000"",""-1"",""2""]]"
