module,atom_index,atom_name,opls_type_id,opls_type_name,charge,sigma,epsilon,mass,env_key
segment2,22,H,22,LMP_22,0.1103,2.5,0.03,1.008,"{""z"":1,""formal_charge"":0,""aromatic"":0,""hybridization"":""S"",""degree"":1,""total_hs"":0,""in_ring"":0,""ring_count"":0,""neighbor_sig"":[""6:S:0""],""bond_kinds"":[""S""],""hop1_shell"":[{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":1,""ring"":0}]}"
segment2,23,H,23,LMP_23,0.1103,2.5,0.03,1.008,"{""z"":1,""formal_charge"":0,""aromatic"":0,""hybridization"":""S"",""degree"":1,""total_hs"":0,""in_ring"":0,""ring_count"":0,""neighbor_sig"":[""6:S:0""],""bond_kinds"":[""S""],""hop1_shell"":[{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":1,""ring"":0}]}"
segment2,24,C,24,LMP_24,-0.0762,3.55,0.07,12.011,"{""z"":6,""formal_charge"":0,""aromatic"":1,""hybridization"":""SP2"",""degree"":3,""total_hs"":0,""in_ring"":1,""ring_count"":1,""neighbor_sig"":[""6:A:1"",""6:A:1"",""6:S:0""],""bond_kinds"":[""A"",""A"",""S""],""hop1_shell"":[{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":1,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}]}"
segment2,25,H,25,LMP_25,0.1222,2.5,0.03,1.008,"{""z"":1,""formal_charge"":0,""aromatic"":0,""hybridization"":""S"",""degree"":1,""total_hs"":0,""in_ring"":0,""ring_count"":0,""neighbor_sig"":[""6:S:0""],""bond_kinds"":[""S""],""hop1_shell"":[{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":1,""ring"":0}],""hop2_shell"":[{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":2,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":0,""ring"":1}]}"
segment2,26,C,26,LMP_26,-0.1422,3.55,0.07,12.011,"{""z"":6,""formal_charge"":0,""aromatic"":1,""hybridization"":""SP2"",""degree"":3,""total_hs"":1,""in_ring"":1,""ring_count"":1,""neighbor_sig"":[""1:S:0"",""6:A:1"",""6:A:1""],""bond_kinds"":[""A"",""A"",""S""],""hop1_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":0,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":1,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}]}"
segment2,27,C,27,LMP_27,-0.1422,3.55,0.07,12.011,"{""z"":6,""formal_charge"":0,""aromatic"":1,""hybridization"":""SP2"",""degree"":3,""total_hs"":1,""in_ring"":1,""ring_count"":1,""neighbor_sig"":[""1:S:0"",""6:A:1"",""6:A:1""],""bond_kinds"":[""A"",""A"",""S""],""hop1_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":0,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":0,""deg"":4,""h"":1,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}]}"
segment2,28,C,28,LMP_28,-0.1508,3.55,0.07,12.011,"{""z"":6,""formal_charge"":0,""aromatic"":1,""hybridization"":""SP2"",""degree"":3,""total_hs"":1,""in_ring"":1,""ring_count"":1,""neighbor_sig"":[""1:S:0"",""6:A:1"",""6:A:1""],""bond_kinds"":[""A"",""A"",""S""],""hop1_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":0,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}]}"
segment2,29,H,29,LMP_29,0.151,2.42,0.03,1.008,"{""z"":1,""formal_charge"":0,""aromatic"":0,""hybridization"":""S"",""degree"":1,""total_hs"":0,""in_ring"":0,""ring_count"":0,""neighbor_sig"":[""6:S:1""],""bond_kinds"":[""S""],""hop1_shell"":[{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}],""hop2_shell"":[{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":0,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}]}"
segment2,30,C,30,LMP_30,-0.1508,3.55,0.07,12.011,"{""z"":6,""formal_charge"":0,""aromatic"":1,""hybridization"":""SP2"",""degree"":3,""total_hs"":1,""in_ring"":1,""ring_count"":1,""neighbor_sig"":[""1:S:0"",""6:A:1"",""6:A:1""],""bond_kinds"":[""A"",""A"",""S""],""hop1_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":0,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}]}"
segment2,31,H,31,LMP_31,0.151,2.42,0.03,1.008,"{""z"":1,""formal_charge"":0,""aromatic"":0,""hybridization"":""S"",""degree"":1,""total_hs"":0,""in_ring"":0,""ring_count"":0,""neighbor_sig"":[""6:S:1""],""bond_kinds"":[""S""],""hop1_shell"":[{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}],""hop2_shell"":[{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":0,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}]}"
segment2,32,C,32,LMP_32,-0.1489,3.55,0.07,12.011,"{""z"":6,""formal_charge"":0,""aromatic"":1,""hybridization"":""SP2"",""degree"":3,""total_hs"":1,""in_ring"":1,""ring_count"":1,""neighbor_sig"":[""1:S:0"",""6:A:1"",""6:A:1""],""bond_kinds"":[""A"",""A"",""S""],""hop1_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}],""hop2_shell"":[{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":1,""fc"":0,""ar"":0,""deg"":1,""h"":0,""ring"":0},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1},{""z"":6,""fc"":0,""ar"":1,""deg"":3,""h"":1,""ring"":1}]}"
