interaction_kind,n_atoms,lmp_type_tuple,term_count,source_term_types,coeff_param_sets
bond,2,"[65,66]",1,[65],"[[""469.0000"",""1.4000""]]"
bond,2,"[65,70]",1,[69],"[[""469.0000"",""1.4000""]]"
bond,2,"[11,12]",1,[11],"[[""520.0000"",""1.3700""]]"
bond,2,"[11,15]",1,[14],"[[""410.0000"",""1.3940""]]"
bond,2,"[20,21]",1,[20],"[[""469.0000"",""1.4000""]]"
bond,2,"[24,23]",1,[81],"[[""469.0000"",""1.4000""]]"
bond,2,"[47,48]",1,[47],"[[""469.0000"",""1.4000""]]"
bond,2,"[51,50]",1,[82],"[[""469.0000"",""1.4000""]]"
bond,2,"[66,67]",1,[66],"[[""469.0000"",""1.4000""]]"
bond,2,"[70,69]",1,[83],"[[""469.0000"",""1.4000""]]"
bond,2,"[21,22]",1,[21],"[[""469.0000"",""1.4000""]]"
bond,2,"[23,22]",1,[22],"[[""469.0000"",""1.4000""]]"
bond,2,"[48,49]",1,[48],"[[""469.0000"",""1.4000""]]"
bond,2,"[50,49]",1,[49],"[[""469.0000"",""1.4000""]]"
bond,2,"[67,68]",1,[67],"[[""469.0000"",""1.4000""]]"
bond,2,"[69,68]",1,[68],"[[""469.0000"",""1.4000""]]"
bond,2,"[12,13]",1,[12],"[[""427.0000"",""1.3810""]]"
bond,2,"[15,14]",1,[80],"[[""400.0000"",""1.2800""]]"
bond,2,"[14,13]",1,[13],"[[""400.0000"",""1.3490""]]"
angle,3,"[52,45,18]",1,[50],"[[""37.500"",""110.700""]]"
angle,3,"[52,45,59]",1,[127],"[[""37.500"",""110.700""]]"
angle,3,"[52,45,46]",1,[112],"[[""35.000"",""109.500""]]"
angle,3,"[37,17,18]",1,[118],"[[""37.500"",""110.700""]]"
angle,3,"[37,17,19]",1,[131],"[[""35.000"",""109.500""]]"
angle,3,"[37,17,13]",1,[35],"[[""35.000"",""109.500""]]"
angle,3,"[26,4,27]",1,[119],"[[""33.000"",""107.800""]]"
angle,3,"[28,5,29]",1,[94],"[[""33.000"",""107.800""]]"
angle,3,"[26,4,3]",1,[24],"[[""35.000"",""109.500""]]"
angle,3,"[27,4,3]",1,[25],"[[""35.000"",""109.500""]]"
angle,3,"[28,5,6]",1,[108],"[[""35.000"",""109.500""]]"
angle,3,"[29,5,6]",1,[144],"[[""35.000"",""109.500""]]"
angle,3,"[26,4,5]",1,[96],"[[""37.500"",""110.700""]]"
angle,3,"[27,4,5]",1,[92],"[[""37.500"",""110.700""]]"
angle,3,"[28,5,4]",1,[26],"[[""37.500"",""110.700""]]"
angle,3,"[29,5,4]",1,[27],"[[""37.500"",""110.700""]]"
angle,3,"[38,18,71]",1,[109],"[[""33.000"",""107.800""]]"
angle,3,"[38,18,45]",1,[120],"[[""37.500"",""110.700""]]"
angle,3,"[71,18,45]",1,[79],"[[""37.500"",""110.700""]]"
angle,3,"[38,18,17]",1,[36],"[[""37.500"",""110.700""]]"
angle,3,"[71,18,17]",1,[69],"[[""37.500"",""110.700""]]"
angle,3,"[61,59,62]",1,[134],"[[""33.000"",""107.800""]]"
angle,3,"[61,59,45]",1,[59],"[[""37.500"",""110.700""]]"
angle,3,"[62,59,45]",1,[60],"[[""37.500"",""110.700""]]"
angle,3,"[61,59,60]",1,[139],"[[""37.500"",""110.700""]]"
angle,3,"[62,59,60]",1,[136],"[[""37.500"",""110.700""]]"
angle,3,"[32,9,33]",1,[105],"[[""33.000"",""107.800""]]"
angle,3,"[32,9,10]",1,[107],"[[""37.500"",""110.700""]]"
angle,3,"[33,9,10]",1,[89],"[[""37.500"",""110.700""]]"
angle,3,"[32,9,8]",1,[30],"[[""37.500"",""110.700""]]"
angle,3,"[33,9,8]",1,[31],"[[""37.500"",""110.700""]]"
angle,3,"[63,60,64]",1,[93],"[[""33.000"",""107.800""]]"
angle,3,"[63,60,59]",1,[61],"[[""37.500"",""110.700""]]"
angle,3,"[64,60,59]",1,[62],"[[""37.500"",""110.700""]]"
angle,3,"[63,60,65]",1,[104],"[[""35.000"",""109.500""]]"
angle,3,"[64,60,65]",1,[111],"[[""35.000"",""109.500""]]"
angle,3,"[34,10,35]",1,[91],"[[""33.000"",""107.800""]]"
angle,3,"[34,10,9]",1,[32],"[[""37.500"",""110.700""]]"
angle,3,"[35,10,9]",1,[33],"[[""37.500"",""110.700""]]"
angle,3,"[34,10,11]",1,[103],"[[""35.000"",""109.500""]]"
angle,3,"[35,10,11]",1,[100],"[[""35.000"",""109.500""]]"
angle,3,"[30,8,31]",1,[90],"[[""33.000"",""107.800""]]"
angle,3,"[30,8,9]",1,[113],"[[""37.500"",""110.700""]]"
angle,3,"[31,8,9]",1,[85],"[[""37.500"",""110.700""]]"
angle,3,"[30,8,7]",1,[28],"[[""35.000"",""109.500""]]"
angle,3,"[31,8,7]",1,[29],"[[""35.000"",""109.500""]]"
angle,3,"[25,1,58]",1,[110],"[[""33.000"",""107.800""]]"
angle,3,"[25,1,77]",1,[83],"[[""37.500"",""110.700""]]"
angle,3,"[58,1,77]",1,[116],"[[""37.500"",""110.700""]]"
angle,3,"[25,1,2]",1,[23],"[[""35.000"",""109.500""]]"
angle,3,"[58,1,2]",1,[56],"[[""35.000"",""109.500""]]"
angle,3,"[78,77,79]",1,[122],"[[""33.000"",""107.800""]]"
angle,3,"[78,77,80]",1,[117],"[[""33.000"",""107.800""]]"
angle,3,"[79,77,80]",1,[88],"[[""33.000"",""107.800""]]"
angle,3,"[78,77,1]",1,[76],"[[""37.500"",""110.700""]]"
angle,3,"[79,77,1]",1,[77],"[[""37.500"",""110.700""]]"
angle,3,"[80,77,1]",1,[78],"[[""37.500"",""110.700""]]"
angle,3,"[53,47,46]",1,[51],"[[""35.000"",""120.000""]]"
angle,3,"[57,51,46]",1,[55],"[[""35.000"",""120.000""]]"
angle,3,"[39,20,19]",1,[37],"[[""35.000"",""120.000""]]"
angle,3,"[43,24,19]",1,[41],"[[""35.000"",""120.000""]]"
angle,3,"[39,20,21]",1,[140],"[[""35.000"",""120.000""]]"
angle,3,"[43,24,23]",1,[143],"[[""35.000"",""120.000""]]"
angle,3,"[53,47,48]",1,[124],"[[""35.000"",""120.000""]]"
angle,3,"[57,51,50]",1,[97],"[[""35.000"",""120.000""]]"
angle,3,"[72,66,65]",1,[70],"[[""35.000"",""120.000""]]"
angle,3,"[76,70,65]",1,[74],"[[""35.000"",""120.000""]]"
angle,3,"[72,66,67]",1,[125],"[[""35.000"",""120.000""]]"
angle,3,"[76,70,69]",1,[138],"[[""35.000"",""120.000""]]"
angle,3,"[36,12,11]",1,[34],"[[""35.000"",""130.700""]]"
angle,3,"[36,12,13]",1,[84],"[[""35.000"",""121.600""]]"
angle,3,"[40,21,20]",1,[38],"[[""35.000"",""120.000""]]"
angle,3,"[42,23,24]",1,[87],"[[""35.000"",""120.000""]]"
angle,3,"[54,48,47]",1,[52],"[[""35.000"",""120.000""]]"
angle,3,"[56,50,51]",1,[106],"[[""35.000"",""120.000""]]"
angle,3,"[73,67,66]",1,[71],"[[""35.000"",""120.000""]]"
angle,3,"[75,69,70]",1,[129],"[[""35.000"",""120.000""]]"
angle,3,"[40,21,22]",1,[133],"[[""35.000"",""120.000""]]"
angle,3,"[42,23,22]",1,[40],"[[""35.000"",""120.000""]]"
angle,3,"[54,48,49]",1,[145],"[[""35.000"",""120.000""]]"
angle,3,"[56,50,49]",1,[54],"[[""35.000"",""120.000""]]"
angle,3,"[73,67,68]",1,[126],"[[""35.000"",""120.000""]]"
angle,3,"[75,69,68]",1,[73],"[[""35.000"",""120.000""]]"
angle,3,"[41,22,21]",1,[39],"[[""35.000"",""120.000""]]"
angle,3,"[41,22,23]",1,[135],"[[""35.000"",""120.000""]]"
angle,3,"[55,49,48]",1,[53],"[[""35.000"",""120.000""]]"
angle,3,"[55,49,50]",1,[99],"[[""35.000"",""120.000""]]"
angle,3,"[74,68,67]",1,[72],"[[""35.000"",""120.000""]]"
angle,3,"[74,68,69]",1,[123],"[[""35.000"",""120.000""]]"
angle,3,"[3,4,5]",1,[3],"[[""63.000"",""111.100""]]"
angle,3,"[6,5,4]",1,[4],"[[""63.000"",""111.100""]]"
angle,3,"[6,7,8]",1,[6],"[[""83.000"",""116.900""]]"
angle,3,"[3,2,1]",1,[1],"[[""83.000"",""116.900""]]"
angle,3,"[45,18,17]",1,[43],"[[""58.350"",""112.700""]]"
angle,3,"[45,59,60]",1,[58],"[[""58.350"",""112.700""]]"
angle,3,"[45,46,47]",1,[45],"[[""70.000"",""120.000""]]"
angle,3,"[45,46,51]",1,[49],"[[""70.000"",""120.000""]]"
angle,3,"[17,19,20]",1,[18],"[[""70.000"",""120.000""]]"
angle,3,"[17,19,24]",1,[22],"[[""70.000"",""120.000""]]"
angle,3,"[17,13,12]",1,[15],"[[""63.000"",""112.400""]]"
angle,3,"[17,13,14]",1,[128],"[[""70.000"",""118.400""]]"
angle,3,"[4,3,16]",1,[142],"[[""80.000"",""120.400""]]"
angle,3,"[5,6,44]",1,[42],"[[""80.000"",""120.400""]]"
angle,3,"[5,6,7]",1,[5],"[[""81.000"",""111.400""]]"
angle,3,"[4,3,2]",1,[2],"[[""81.000"",""111.400""]]"
angle,3,"[18,45,59]",1,[57],"[[""58.350"",""112.700""]]"
angle,3,"[18,45,46]",1,[44],"[[""63.000"",""114.000""]]"
angle,3,"[18,17,19]",1,[137],"[[""63.000"",""114.000""]]"
angle,3,"[18,17,13]",1,[16],"[[""51.650"",""110.580""]]"
angle,3,"[59,45,46]",1,[132],"[[""63.000"",""114.000""]]"
angle,3,"[59,60,65]",1,[63],"[[""63.000"",""114.000""]]"
angle,3,"[9,10,11]",1,[9],"[[""63.000"",""114.000""]]"
angle,3,"[9,8,7]",1,[7],"[[""50.000"",""109.500""]]"
angle,3,"[60,65,66]",1,[64],"[[""70.000"",""120.000""]]"
angle,3,"[60,65,70]",1,[68],"[[""70.000"",""120.000""]]"
angle,3,"[10,9,8]",1,[8],"[[""58.350"",""112.700""]]"
angle,3,"[10,11,12]",1,[10],"[[""70.000"",""130.700""]]"
angle,3,"[10,11,15]",1,[13],"[[""70.000"",""124.500""]]"
angle,3,"[77,1,2]",1,[75],"[[""50.000"",""109.500""]]"
angle,3,"[46,47,48]",1,[46],"[[""63.000"",""120.000""]]"
angle,3,"[46,51,50]",1,[101],"[[""63.000"",""120.000""]]"
angle,3,"[19,17,13]",1,[17],"[[""80.000"",""111.200""]]"
angle,3,"[19,20,21]",1,[19],"[[""63.000"",""120.000""]]"
angle,3,"[19,24,23]",1,[121],"[[""63.000"",""120.000""]]"
angle,3,"[65,66,67]",1,[65],"[[""63.000"",""120.000""]]"
angle,3,"[65,70,69]",1,[95],"[[""63.000"",""120.000""]]"
angle,3,"[11,12,13]",1,[11],"[[""70.000"",""106.300""]]"
angle,3,"[11,15,14]",1,[141],"[[""70.000"",""117.000""]]"
angle,3,"[47,46,51]",1,[102],"[[""63.000"",""120.000""]]"
angle,3,"[20,19,24]",1,[86],"[[""63.000"",""120.000""]]"
angle,3,"[20,21,22]",1,[20],"[[""63.000"",""120.000""]]"
angle,3,"[24,23,22]",1,[80],"[[""63.000"",""120.000""]]"
angle,3,"[47,48,49]",1,[47],"[[""63.000"",""120.000""]]"
angle,3,"[51,50,49]",1,[114],"[[""63.000"",""120.000""]]"
angle,3,"[66,65,70]",1,[98],"[[""63.000"",""120.000""]]"
angle,3,"[66,67,68]",1,[66],"[[""63.000"",""120.000""]]"
angle,3,"[70,69,68]",1,[115],"[[""63.000"",""120.000""]]"
angle,3,"[21,22,23]",1,[21],"[[""63.000"",""120.000""]]"
angle,3,"[48,49,50]",1,[48],"[[""63.000"",""120.000""]]"
angle,3,"[67,68,69]",1,[67],"[[""63.000"",""120.000""]]"
angle,3,"[12,11,15]",1,[81],"[[""70.000"",""111.000""]]"
angle,3,"[12,13,14]",1,[12],"[[""56.000"",""113.100""]]"
angle,3,"[15,14,13]",1,[82],"[[""59.410"",""111.360""]]"
angle,3,"[44,6,7]",1,[130],"[[""83.000"",""123.400""]]"
angle,3,"[16,3,2]",1,[14],"[[""83.000"",""123.400""]]"
dihedral,4,"[52,45,18,38]",1,[51],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[52,45,18,71]",1,[46],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[52,45,18,17]",1,[59],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[52,45,59,61]",1,[83],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[52,45,59,62]",1,[108],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[52,45,59,60]",1,[146],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[52,45,46,47]",1,[103],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[52,45,46,51]",1,[75],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[37,17,18,38]",1,[81],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[37,17,18,71]",1,[142],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[37,17,18,45]",1,[196],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[37,17,19,20]",1,[66],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[37,17,19,24]",1,[168],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[37,17,13,12]",1,[86],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[37,17,13,14]",1,[130],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[26,4,3,16]",1,[87],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[27,4,3,16]",1,[153],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[28,5,6,44]",1,[122],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[29,5,6,44]",1,[197],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[28,5,6,7]",1,[84],"[[""0.000"",""0.000"",""0.132"",""0.000""]]"
dihedral,4,"[29,5,6,7]",1,[143],"[[""0.000"",""0.000"",""0.132"",""0.000""]]"
dihedral,4,"[26,4,3,2]",1,[82],"[[""0.000"",""0.000"",""0.132"",""0.000""]]"
dihedral,4,"[27,4,3,2]",1,[140],"[[""0.000"",""0.000"",""0.132"",""0.000""]]"
dihedral,4,"[26,4,5,28]",1,[167],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[26,4,5,29]",1,[189],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[27,4,5,28]",1,[190],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[27,4,5,29]",1,[124],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[26,4,5,6]",1,[170],"[[""0.000"",""0.000"",""-0.100"",""0.000""]]"
dihedral,4,"[27,4,5,6]",1,[104],"[[""0.000"",""0.000"",""-0.100"",""0.000""]]"
dihedral,4,"[28,5,4,3]",1,[209],"[[""0.000"",""0.000"",""-0.100"",""0.000""]]"
dihedral,4,"[29,5,4,3]",1,[173],"[[""0.000"",""0.000"",""-0.100"",""0.000""]]"
dihedral,4,"[38,18,45,59]",1,[181],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[71,18,45,59]",1,[162],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[38,18,45,46]",1,[64],"[[""0.000"",""0.000"",""0.462"",""0.000""]]"
dihedral,4,"[71,18,45,46]",1,[132],"[[""0.000"",""0.000"",""0.462"",""0.000""]]"
dihedral,4,"[38,18,17,19]",1,[56],"[[""0.000"",""0.000"",""0.462"",""0.000""]]"
dihedral,4,"[71,18,17,19]",1,[121],"[[""0.000"",""0.000"",""0.462"",""0.000""]]"
dihedral,4,"[38,18,17,13]",1,[18],"[[""-1.013"",""-0.709"",""0.473"",""0.000""]]"
dihedral,4,"[71,18,17,13]",1,[109],"[[""-1.013"",""-0.709"",""0.473"",""0.000""]]"
dihedral,4,"[61,59,45,18]",1,[94],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[62,59,45,18]",1,[92],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[61,59,45,46]",1,[165],"[[""0.000"",""0.000"",""0.462"",""0.000""]]"
dihedral,4,"[62,59,45,46]",1,[172],"[[""0.000"",""0.000"",""0.462"",""0.000""]]"
dihedral,4,"[61,59,60,63]",1,[63],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[61,59,60,64]",1,[156],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[62,59,60,63]",1,[199],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[62,59,60,64]",1,[129],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[61,59,60,65]",1,[128],"[[""0.000"",""0.000"",""0.462"",""0.000""]]"
dihedral,4,"[62,59,60,65]",1,[175],"[[""0.000"",""0.000"",""0.462"",""0.000""]]"
dihedral,4,"[32,9,10,34]",1,[61],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[32,9,10,35]",1,[95],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[33,9,10,34]",1,[96],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[33,9,10,35]",1,[85],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[32,9,10,11]",1,[42],"[[""0.000"",""0.000"",""0.462"",""0.000""]]"
dihedral,4,"[33,9,10,11]",1,[144],"[[""0.000"",""0.000"",""0.462"",""0.000""]]"
dihedral,4,"[32,9,8,30]",1,[33],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[32,9,8,31]",1,[178],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[33,9,8,30]",1,[179],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[33,9,8,31]",1,[198],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[32,9,8,7]",1,[150],"[[""0.000"",""0.000"",""0.468"",""0.000""]]"
dihedral,4,"[33,9,8,7]",1,[57],"[[""0.000"",""0.000"",""0.468"",""0.000""]]"
dihedral,4,"[63,60,59,45]",1,[25],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[64,60,59,45]",1,[148],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[63,60,65,66]",1,[68],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[63,60,65,70]",1,[112],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[64,60,65,66]",1,[159],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[64,60,65,70]",1,[180],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[34,10,9,8]",1,[126],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[35,10,9,8]",1,[32],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[34,10,11,12]",1,[49],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[35,10,11,12]",1,[31],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[34,10,11,15]",1,[160],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[35,10,11,15]",1,[206],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[30,8,9,10]",1,[58],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[31,8,9,10]",1,[139],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[30,8,7,6]",1,[78],"[[""0.000"",""0.000"",""0.198"",""0.000""]]"
dihedral,4,"[31,8,7,6]",1,[40],"[[""0.000"",""0.000"",""0.198"",""0.000""]]"
dihedral,4,"[25,1,77,78]",1,[123],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[25,1,77,79]",1,[169],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[25,1,77,80]",1,[116],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[58,1,77,78]",1,[99],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[58,1,77,79]",1,[152],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[58,1,77,80]",1,[34],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[25,1,2,3]",1,[17],"[[""0.000"",""0.000"",""0.198"",""0.000""]]"
dihedral,4,"[58,1,2,3]",1,[54],"[[""0.000"",""0.000"",""0.198"",""0.000""]]"
dihedral,4,"[78,77,1,2]",1,[30],"[[""0.000"",""0.000"",""0.468"",""0.000""]]"
dihedral,4,"[79,77,1,2]",1,[186],"[[""0.000"",""0.000"",""0.468"",""0.000""]]"
dihedral,4,"[80,77,1,2]",1,[177],"[[""0.000"",""0.000"",""0.468"",""0.000""]]"
dihedral,4,"[53,47,46,45]",1,[176],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[57,51,46,45]",1,[184],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[53,47,46,51]",1,[113],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[57,51,46,47]",1,[117],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[39,20,19,17]",1,[90],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[43,24,19,17]",1,[188],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[39,20,19,24]",1,[98],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[43,24,19,20]",1,[43],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[39,20,21,40]",1,[105],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[43,24,23,42]",1,[79],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[53,47,48,54]",1,[147],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[57,51,50,56]",1,[193],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[39,20,21,22]",1,[100],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[43,24,23,22]",1,[80],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
dihedral,4,"[53,47,48,49]",1,[71],"[[""0.000"",""7.250"",""0.000"",""0.000""]]"
