key_id,global_type_ids,z,formal_charge,aromatic,hybridization,degree,total_hs,in_ring,ring_count,neighbor_sig,bond_kinds,charge_mean,sigma_mean,epsilon_mean,mass_mean,hop1_shell,hop2_shell
46,segment2_20,6,0,0,SP3,4,2,0,0,"[""1:S:0"",""1:S:0"",""6:S:0"",""6:S:0""]","[""S"",""S"",""S"",""S""]",-0.1497,3.5,0.066,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6}]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":3,""fc"":0,""h"":0,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":3,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":3,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6}]"
47,segment2_4,6,0,0,SP3,4,2,0,0,"[""1:S:0"",""1:S:0"",""6:S:0"",""6:S:0""]","[""S"",""S"",""S"",""S""]",-0.1931,3.5,0.066,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6}]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":3,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6}]"
48,segment4_18,6,0,0,SP3,4,2,0,0,"[""1:S:0"",""1:S:0"",""6:S:0"",""6:S:0""]","[""S"",""S"",""S"",""S""]",-0.1731,3.5,0.066,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6}]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":7}]"
49,segment4_59,6,0,0,SP3,4,2,0,0,"[""1:S:0"",""1:S:0"",""6:S:0"",""6:S:0""]","[""S"",""S"",""S"",""S""]",-0.1602,3.5,0.066,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6}]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6}]"
50,segment4_9,6,0,0,SP3,4,2,0,0,"[""1:S:0"",""1:S:0"",""6:S:0"",""6:S:0""]","[""S"",""S"",""S"",""S""]",-0.191,3.5,0.066,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6}]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6},{""ar"":0,""deg"":2,""fc"":0,""h"":0,""ring"":0,""z"":8}]"
51,segment4_60,6,0,0,SP3,4,2,0,0,"[""1:S:0"",""1:S:0"",""6:S:0"",""6:S:1""]","[""S"",""S"",""S"",""S""]",-0.1333,3.5,0.066,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6}]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}]"
52,segment4_10,6,0,0,SP3,4,2,0,0,"[""1:S:0"",""1:S:0"",""6:S:0"",""6:S:1""]","[""S"",""S"",""S"",""S""]",-0.0822,3.5,0.066,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6}]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":2,""fc"":0,""h"":0,""ring"":1,""z"":7}]"
53,segment4_8,6,0,0,SP3,4,2,0,0,"[""1:S:0"",""1:S:0"",""6:S:0"",""8:S:0""]","[""S"",""S"",""S"",""S""]",0.0144,3.5,0.066,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":0,""deg"":2,""fc"":0,""h"":0,""ring"":0,""z"":8}]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":3,""fc"":0,""h"":0,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6}]"
54,segment1_14,6,0,0,SP3,4,2,0,0,"[""1:S:0"",""1:S:0"",""6:S:0"",""8:S:0""]","[""S"",""S"",""S"",""S""]",0.0424,3.5,0.066,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":0,""deg"":2,""fc"":0,""h"":0,""ring"":0,""z"":8}]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":3,""fc"":0,""h"":1,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":1,""z"":14}]"
55,segment2_40;segment4_1,6,0,0,SP3,4,2,0,0,"[""1:S:0"",""1:S:0"",""6:S:0"",""8:S:0""]","[""S"",""S"",""S"",""S""]",0.012,3.5,0.066,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":3,""ring"":0,""z"":6},{""ar"":0,""deg"":2,""fc"":0,""h"":0,""ring"":0,""z"":8}]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":3,""fc"":0,""h"":0,""ring"":0,""z"":6}]"
56,segment1_71;segment1_72,6,0,0,SP3,4,3,0,0,"[""14:S:0"",""1:S:0"",""1:S:0"",""1:S:0""]","[""S"",""S"",""S"",""S""]",-0.6695,3.5,0.066,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":0,""z"":14}]","[{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":3,""ring"":0,""z"":6},{""ar"":0,""deg"":2,""fc"":0,""h"":0,""ring"":0,""z"":8}]"
57,segment1_91;segment1_92;segment1_93;segment3_54;segment3_55;segment3_56,6,0,0,SP3,4,3,0,0,"[""14:S:0"",""1:S:0"",""1:S:0"",""1:S:0""]","[""S"",""S"",""S"",""S""]",-0.665883,3.5,0.066,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":0,""z"":14}]","[{""ar"":0,""deg"":4,""fc"":0,""h"":3,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":3,""ring"":0,""z"":6},{""ar"":0,""deg"":2,""fc"":0,""h"":0,""ring"":0,""z"":8}]"
58,segment1_81;segment1_82;segment3_14;segment3_15;segment3_24;segment3_25;segment3_34;segment3_35;segment3_44;segment3_45,6,0,0,SP3,4,3,0,0,"[""14:S:0"",""1:S:0"",""1:S:0"",""1:S:0""]","[""S"",""S"",""S"",""S""]",-0.71259,3.5,0.066,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":0,""z"":14}]","[{""ar"":0,""deg"":4,""fc"":0,""h"":3,""ring"":0,""z"":6},{""ar"":0,""deg"":2,""fc"":0,""h"":0,""ring"":0,""z"":8},{""ar"":0,""deg"":2,""fc"":0,""h"":0,""ring"":0,""z"":8}]"
59,segment3_4;segment3_5,6,0,0,SP3,4,3,0,0,"[""14:S:0"",""1:S:0"",""1:S:0"",""1:S:0""]","[""S"",""S"",""S"",""S""]",-0.71725,3.5,0.066,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":0,""z"":14}]","[{""ar"":0,""deg"":4,""fc"":0,""h"":3,""ring"":0,""z"":6},{""ar"":0,""deg"":2,""fc"":0,""h"":0,""ring"":0,""z"":8},{""ar"":0,""deg"":2,""fc"":0,""h"":1,""ring"":0,""z"":8}]"
60,segment1_29;segment1_32;segment1_35;segment1_49;segment1_51;segment1_53,6,0,0,SP3,4,3,0,0,"[""14:S:0"",""1:S:0"",""1:S:0"",""1:S:0""]","[""S"",""S"",""S"",""S""]",-0.694667,3.5,0.066,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":1,""z"":14}]","[{""ar"":0,""deg"":2,""fc"":0,""h"":0,""ring"":1,""z"":8},{""ar"":0,""deg"":2,""fc"":0,""h"":0,""ring"":1,""z"":8},{""ar"":0,""deg"":2,""fc"":0,""h"":0,""ring"":1,""z"":8}]"
61,segment2_47;segment2_48,6,0,0,SP3,4,3,0,0,"[""1:S:0"",""1:S:0"",""1:S:0"",""6:S:0""]","[""S"",""S"",""S"",""S""]",-0.07165,3.5,0.066,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":0,""z"":6}]","[{""ar"":0,""deg"":3,""fc"":0,""h"":0,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":3,""ring"":0,""z"":6}]"
62,segment2_1,6,0,0,SP3,4,3,0,0,"[""1:S:0"",""1:S:0"",""1:S:0"",""6:S:0""]","[""S"",""S"",""S"",""S""]",-0.1325,3.5,0.066,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6}]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6}]"
63,segment2_41;segment4_77,6,0,0,SP3,4,3,0,0,"[""1:S:0"",""1:S:0"",""1:S:0"",""6:S:0""]","[""S"",""S"",""S"",""S""]",-0.25635,3.5,0.066,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6}]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":2,""fc"":0,""h"":0,""ring"":0,""z"":8}]"
64,segment2_24;segment4_46,6,0,1,SP2,3,0,1,1,"[""6:A:1"",""6:A:1"",""6:S:0""]","[""A"",""A"",""S""]",-0.07975,3.55,0.07,12.011,"[{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}]"
65,segment2_8,6,0,1,SP2,3,0,1,1,"[""6:A:1"",""6:A:1"",""6:S:0""]","[""A"",""A"",""S""]",-0.073,3.55,0.07,12.011,"[{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":3,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}]"
66,segment4_19,6,0,1,SP2,3,0,1,1,"[""6:A:1"",""6:A:1"",""6:S:0""]","[""A"",""A"",""S""]",-0.1142,3.55,0.07,12.011,"[{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":7}]"
67,segment4_65,6,0,1,SP2,3,0,1,1,"[""6:A:1"",""6:A:1"",""6:S:0""]","[""A"",""A"",""S""]",-0.0849,3.55,0.07,12.011,"[{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}]"
68,segment4_11,6,0,1,SP2,3,0,1,1,"[""6:A:1"",""6:S:0"",""7:A:1""]","[""A"",""A"",""S""]",-0.1733,3.55,0.07,12.011,"[{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":2,""fc"":0,""h"":0,""ring"":1,""z"":7}]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":1,""deg"":2,""fc"":0,""h"":0,""ring"":1,""z"":7},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":7}]"
69,segment2_10;segment2_11;segment2_26;segment2_27;segment4_20;segment4_24;segment4_47;segment4_51,6,0,1,SP2,3,1,1,1,"[""1:S:0"",""6:A:1"",""6:A:1""]","[""A"",""A"",""S""]",-0.140525,3.55,0.07,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}]"
70,segment4_66;segment4_70,6,0,1,SP2,3,1,1,1,"[""1:S:0"",""6:A:1"",""6:A:1""]","[""A"",""A"",""S""]",-0.14805,3.55,0.07,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}]"
71,segment2_12;segment2_14;segment2_28;segment2_30;segment4_21;segment4_23;segment4_48;segment4_50;segment4_67;segment4_69,6,0,1,SP2,3,1,1,1,"[""1:S:0"",""6:A:1"",""6:A:1""]","[""A"",""A"",""S""]",-0.14939,3.55,0.07,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}]"
72,segment2_16;segment2_32;segment4_22;segment4_49;segment4_68,6,0,1,SP2,3,1,1,1,"[""1:S:0"",""6:A:1"",""6:A:1""]","[""A"",""A"",""S""]",-0.14632,3.55,0.07,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}]"
73,segment4_12,6,0,1,SP2,3,1,1,1,"[""1:S:0"",""6:A:1"",""7:A:1""]","[""A"",""A"",""S""]",-0.1516,3.55,0.07,12.011,"[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":7}]","[{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":1,""deg"":2,""fc"":0,""h"":0,""ring"":1,""z"":7},{""ar"":1,""deg"":2,""fc"":0,""h"":0,""ring"":1,""z"":7}]"
74,segment4_15,7,0,1,SP2,2,0,1,1,"[""6:A:1"",""7:A:1""]","[""A"",""A""]",-0.078,3.25,0.17,14.007,"[{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6},{""ar"":1,""deg"":2,""fc"":0,""h"":0,""ring"":1,""z"":7}]","[{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":7}]"
75,segment4_14,7,0,1,SP2,2,0,1,1,"[""7:A:1"",""7:A:1""]","[""A"",""A""]",-0.1058,3.25,0.17,14.007,"[{""ar"":1,""deg"":2,""fc"":0,""h"":0,""ring"":1,""z"":7},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":7}]","[{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6}]"
76,segment4_13,7,0,1,SP2,3,0,1,1,"[""6:A:1"",""6:S:0"",""7:A:1""]","[""A"",""A"",""S""]",-0.1736,3.25,0.17,14.007,"[{""ar"":0,""deg"":4,""fc"":0,""h"":1,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":1,""ring"":1,""z"":6},{""ar"":1,""deg"":2,""fc"":0,""h"":0,""ring"":1,""z"":7}]","[{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":1,""fc"":0,""h"":0,""ring"":0,""z"":1},{""ar"":0,""deg"":4,""fc"":0,""h"":2,""ring"":0,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6},{""ar"":1,""deg"":3,""fc"":0,""h"":0,""ring"":1,""z"":6},{""ar"":1,""deg"":2,""fc"":0,""h"":0,""ring"":1,""z"":7}]"
77,segment2_38,8,0,0,SP2,1,0,0,0,"[""6:D:0""]","[""D""]",-0.4461,2.96,0.21,15.999,"[{""ar"":0,""deg"":3,""fc"":0,""h"":0,""ring"":0,""z"":6}]","[{""ar"":0,""deg"":4,""fc"":0,""h"":0,""ring"":0,""z"":6},{""ar"":0,""deg"":2,""fc"":0,""h"":0,""ring"":0,""z"":8}]"
